6136.786,9.749,2.354,2.273,5.535,-1.498,-1.161,-1.122,-1.147,-1.201,-1.286,-1.370,-1.451,-1.523,-1.601,-1.691,-1.762,-1.819,-1.880,-1.931,-1.986,-2.042,-2.101,-2.170,-2.240,-2.321,-2.443,-2.629,-3.124,-4.524,-7.025,-10.983,-17.475,-27.360,-39.145,-53.456,-67.773,-89.220,-120.927,-174.158,-266.446,-446.528,-943.262,-4868.143,2140.022,1019.958,790.384,653.304,562.282,506.644,468.965,440.996,416.472,390.340,360.375,324.829,283.285,251.868,224.274,203.363,185.410,168.720,152.636,138.860,126.490,114.888,103.568,80.746,58.105,33.470
0.000,5951.690,0.856,1.040,108.036,-0.827,-0.815,-0.861,-0.926,-1.006,-1.113,-1.214,-1.309,-1.392,-1.482,-1.585,-1.666,-1.730,-1.799,-1.857,-1.919,-1.983,-2.050,-2.128,-2.208,-2.300,-2.441,-2.658,-3.242,-4.909,-7.890,-12.606,-20.352,-32.188,-46.363,-63.700,-81.167,-107.705,-147.759,-217.323,-345.252,-625.602,-1705.108,6782.890,1377.517,855.941,707.153,607.980,536.965,491.159,458.842,434.030,411.606,387.039,358.238,323.522,282.529,251.384,223.949,203.127,185.232,168.582,152.527,138.773,126.419,114.829,103.519,80.709,58.079,33.455
0.000,0.000,5032.400,-1.637,-1.590,-0.586,-0.664,-0.737,-0.818,-0.911,-1.033,-1.147,-1.254,-1.348,-1.450,-1.567,-1.660,-1.733,-1.812,-1.877,-1.948,-2.022,-2.099,-2.190,-2.283,-2.392,-2.559,-2.820,-3.535,-5.596,-9.291,-15.150,-24.822,-39.721,-57.755,-80.121,-102.977,-138.512,-194.045,-296.385,-506.744,-1102.565,-13323.986,1891.386,994.434,729.136,634.815,565.522,512.024,475.446,448.381,426.747,406.478,383.541,355.963,322.128,281.722,250.869,223.603,202.877,185.043,168.436,152.413,138.681,126.344,114.767,103.467,80.670,58.051,33.439
0.000,0.000,0.000,5117.295,-1.586,-0.540,-0.639,-0.726,-0.822,-0.934,-1.083,-1.225,-1.359,-1.477,-1.606,-1.757,-1.876,-1.968,-2.070,-2.154,-2.246,-2.341,-2.442,-2.562,-2.686,-2.831,-3.058,-3.418,-4.425,-7.362,-12.650,-21.083,-35.167,-57.311,-84.850,-120.216,-157.733,-219.423,-325.029,-555.952,-1263.564,-42937.290,1732.336,985.967,734.706,613.751,561.932,519.577,483.630,456.996,435.861,417.926,400.218,379.248,353.165,320.414,280.738,250.244,223.188,202.578,184.819,168.265,152.281,138.575,126.258,114.697,103.410,80.627,58.022,33.422
0.000,0.000,0.000,0.000,5789.190,-0.387,-0.576,-0.711,-0.859,-1.034,-1.277,-1.506,-1.723,-1.913,-2.124,-2.377,-2.571,-2.719,-2.885,-3.020,-3.168,-3.324,-3.489,-3.689,-3.896,-4.142,-4.538,-5.175,-7.010,-12.437,-22.241,-38.049,-65.253,-110.508,-171.541,-259.053,-364.746,-579.369,-1142.204,-7405.677,2208.344,1105.882,793.594,657.330,577.521,527.019,502.061,479.197,457.367,439.367,423.644,409.200,393.963,374.925,350.331,318.672,279.732,249.605,222.762,202.272,184.590,168.089,152.144,138.467,126.170,114.624,103.350,80.583,57.991,33.404
0.000,0.000,0.000,0.000,0.000,27582.898,-1.983,-2.362,-2.922,-3.647,-4.735,-5.655,-6.467,-7.116,-7.862,-8.798,-9.429,-9.852,-10.354,-10.706,-11.063,-11.447,-11.875,-12.432,-13.018,-13.755,-15.069,-17.297,-24.217,-45.416,-84.983,-155.319,-308.150,-734.153,-2638.625,4406.609,1767.277,1134.508,866.250,713.989,624.199,567.726,528.740,502.479,482.153,466.132,457.043,447.083,435.519,424.255,412.960,401.464,388.363,371.022,347.753,317.075,278.804,249.011,222.362,201.983,184.372,167.921,152.013,138.361,126.084,114.553,103.291,80.539,57.960,33.386
0.000,0.000,0.000,0.000,0.000,0.000,62042.094,-4.097,-5.625,-7.403,-10.103,-11.887,-13.271,-14.205,-15.417,-17.094,-17.994,-18.441,-19.094,-19.394,-19.595,-19.884,-20.298,-20.979,-21.734,-22.800,-24.979,-28.877,-41.861,-83.229,-165.337,-336.367,-911.033,33071.531,1601.630,1010.535,840.695,725.804,647.622,589.021,547.639,518.264,496.085,480.062,466.802,455.604,448.965,441.127,431.344,421.299,410.827,399.890,387.196,370.181,347.165,316.674,278.534,248.814,222.212,201.862,184.272,167.837,151.941,138.299,126.029,114.505,103.249,80.503,57.932,33.369
0.000,0.000,0.000,0.000,0.000,0.000,0.000,92873.124,-9.065,-11.801,-16.411,-18.495,-19.899,-20.602,-21.943,-24.158,-25.012,-25.185,-25.753,-25.753,-25.496,-25.447,-25.661,-26.298,-27.078,-28.335,-31.219,-36.562,-55.193,-116.662,-247.725,-578.783,-3235.484,1811.961,993.748,779.077,698.255,635.919,588.865,550.644,521.978,500.676,483.967,471.492,460.795,451.407,445.709,438.699,429.619,420.058,409.916,399.202,386.672,369.784,346.865,316.447,278.358,248.673,222.096,201.764,184.187,167.762,151.875,138.241,125.977,114.459,103.207,80.468,57.904,33.351
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119319.392,-16.644,-24.268,-25.374,-25.993,-25.877,-27.141,-29.929,-30.519,-30.203,-30.563,-30.110,-29.220,-28.745,-28.724,-29.318,-30.133,-31.606,-35.262,-42.152,-66.912,-151.433,-348.127,-1001.630,6301.637,1156.162,808.031,683.593,632.569,590.877,557.604,529.256,507.186,490.287,476.673,466.262,457.088,448.792,443.668,437.166,428.517,419.255,409.317,398.741,386.311,369.499,346.638,316.260,278.202,248.543,221.985,201.668,184.103,167.688,151.809,138.182,125.925,114.412,103.165,80.431,57.875,33.332
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,141949.340,-36.212,-31.620,-30.230,-28.764,-30.115,-33.953,-34.173,-33.233,-33.376,-32.408,-30.829,-29.965,-29.793,-30.456,-31.407,-33.204,-37.807,-46.489,-78.287,-190.998,-485.250,-2059.207,2037.076,917.857,711.827,627.619,591.876,561.695,536.642,514.510,496.771,482.857,471.392,462.441,454.357,446.852,442.148,436.016,427.683,418.641,408.852,398.377,386.019,369.261,346.438,316.088,278.052,248.414,221.874,201.572,184.018,167.613,151.742,138.121,125.870,114.363,103.121,80.392,57.844,33.313
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,159774.140,-25.384,-26.572,-25.559,-29.042,-35.682,-35.641,-34.048,-34.127,-32.676,-30.481,-29.393,-29.250,-30.181,-31.424,-33.698,-39.488,-50.297,-90.413,-239.399,-696.762,-11371.975,1331.626,789.306,650.188,588.993,562.760,540.172,520.806,503.147,488.623,476.976,467.175,459.368,452.148,445.275,440.906,435.073,426.993,418.127,408.458,398.064,385.762,369.046,346.252,315.922,277.903,248.285,221.761,201.473,183.931,167.535,151.672,138.058,125.814,114.312,103.075,80.352,57.812,33.292
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,179292.457,-28.164,-25.253,-31.644,-41.832,-40.207,-37.073,-36.635,-34.219,-30.932,-29.430,-29.241,-30.419,-31.939,-34.702,-41.787,-54.947,-104.780,-302.244,-1080.383,4181.962,1033.559,705.973,605.560,559.474,539.872,522.839,507.805,493.667,481.740,471.962,463.552,456.714,450.231,443.899,439.821,434.244,426.383,417.669,408.102,397.777,385.524,368.842,346.070,315.756,277.751,248.151,221.644,201.370,183.840,167.454,151.599,137.993,125.755,114.259,103.028,80.310,57.779,33.271
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,198235.034,-21.464,-36.737,-52.419,-46.576,-40.648,-39.209,-35.357,-30.665,-28.793,-28.672,-30.242,-32.138,-35.502,-44.126,-60.041,-121.723,-388.459,-2020.731,1931.355,866.805,646.828,571.392,535.976,521.275,508.504,496.897,485.618,475.842,467.635,460.409,454.401,448.555,442.692,438.865,433.511,425.840,417.256,407.778,397.512,385.300,368.645,345.891,315.589,277.595,248.014,221.523,201.264,183.745,167.369,151.523,137.925,125.693,114.203,102.978,80.266,57.744,33.249
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,218479.495,-56.907,-75.437,-56.955,-45.523,-41.964,-35.895,-29.454,-27.384,-27.530,-29.700,-32.102,-36.206,-46.685,-65.891,-142.510,-517.058,-8405.906,1310.942,758.387,601.867,543.898,516.481,505.593,496.245,487.462,478.589,470.655,463.810,457.618,452.341,447.056,441.609,438.006,432.850,425.345,416.877,407.476,397.262,385.085,368.453,345.712,315.418,277.435,247.871,221.397,201.153,183.646,167.280,151.443,137.853,125.629,114.145,102.925,80.220,57.708,33.225
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233701.728,-100.459,-55.378,-39.254,-36.005,-29.253,-23.513,-22.828,-24.156,-27.622,-30.927,-36.120,-49.045,-72.445,-169.010,-735.636,4579.524,1016.607,681.263,566.132,521.074,499.911,492.096,485.579,479.182,472.377,466.046,460.397,455.121,450.493,445.710,440.633,437.230,432.250,424.893,416.526,407.194,397.024,384.877,368.263,345.532,315.244,277.268,247.722,221.265,201.036,183.543,167.188,151.360,137.778,125.561,114.084,102.870,80.172,57.669,33.201
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,245552.326,-6.394,-4.748,-26.018,-20.144,-17.582,-19.044,-21.776,-26.680,-30.908,-37.280,-53.114,-81.699,-205.999,-1204.435,1886.122,840.496,621.784,536.019,501.093,485.085,479.874,475.823,471.550,466.617,461.754,457.209,452.784,448.761,444.444,439.714,436.498,431.682,424.462,416.189,406.919,396.791,384.670,368.071,345.347,315.062,277.094,247.566,221.127,200.914,183.434,167.090,151.272,137.699,125.490,114.020,102.812,80.122,57.629,33.175
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,267326.517,-1.996,-41.438,-25.659,-19.223,-20.445,-23.424,-29.014,-33.772,-41.157,-60.184,-95.113,-259.788,-2919.878,1215.062,721.147,573.383,509.601,482.945,471.342,468.412,466.588,464.273,461.095,457.625,454.136,450.527,447.087,443.222,438.825,435.789,431.130,424.041,415.857,406.646,396.556,384.460,367.875,345.156,314.873,276.912,247.403,220.981,200.785,183.320,166.987,151.179,137.615,125.415,113.952,102.751,80.068,57.587,33.148
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,289906.387,-79.963,-34.071,-20.177,-21.330,-24.791,-31.444,-36.978,-45.833,-69.622,-114.219,-351.579,7307.665,901.681,633.570,533.126,486.425,466.649,458.846,457.927,458.100,457.565,455.996,453.808,451.295,448.442,445.540,442.090,438.001,435.130,430.616,423.644,415.541,406.382,396.326,384.251,367.676,344.959,314.676,276.720,247.230,220.828,200.650,183.199,166.879,151.082,137.528,125.335,113.881,102.687,80.012,57.542,33.119
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,303928.257,-3.422,-13.396,-18.240,-23.875,-33.222,-40.372,-51.959,-84.495,-146.971,-563.111,1589.816,715.005,564.740,498.277,465.473,451.636,447.221,448.131,450.149,451.273,451.213,450.232,448.636,446.492,444.095,441.034,437.230,434.513,430.131,423.267,415.236,406.124,396.098,384.040,367.472,344.754,314.470,276.518,247.048,220.666,200.507,183.071,166.764,150.979,137.435,125.252,113.805,102.619,79.952,57.495,33.089
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,347405.628,-16.767,-22.742,-30.338,-43.270,-52.575,-69.056,-120.148,-224.760,-1593.343,877.263,588.419,507.348,466.547,445.552,437.065,435.809,438.457,442.269,445.028,446.468,446.689,446.008,444.569,442.672,439.995,436.472,433.906,429.653,422.892,414.930,405.863,395.865,383.823,367.259,344.540,314.252,276.305,246.856,220.495,200.355,182.936,166.643,150.869,137.337,125.163,113.725,102.547,79.889,57.445,33.057
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,461400.295,-42.464,-57.310,-78.344,-89.052,-118.675,-235.892,-519.657,1985.451,617.103,505.614,464.157,441.067,429.033,424.813,426.156,430.267,435.613,439.773,442.494,443.737,443.826,442.977,441.495,439.134,435.839,433.396,429.246,422.564,414.654,405.620,395.642,383.609,367.045,344.319,314.025,276.079,246.652,220.313,200.194,182.793,166.514,150.754,137.232,125.069,113.641,102.471,79.822,57.392,33.023
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,516224.823,-86.831,-107.136,-114.767,-161.878,-402.365,-1240.548,968.015,538.898,472.178,444.760,428.917,420.886,418.681,421.327,426.207,432.379,437.276,440.648,442.387,442.836,442.253,440.953,438.724,435.522,433.131,429.017,422.358,414.460,405.432,395.455,383.418,366.841,344.098,313.791,275.844,246.438,220.121,200.024,182.641,166.378,150.631,137.122,124.970,113.551,102.390,79.752,57.336,32.987
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,548790.908,-122.338,-127.846,-210.464,-849.743,462147.531,706.580,493.288,450.202,431.363,420.290,415.024,414.258,417.877,423.358,430.184,435.643,439.485,441.561,442.239,441.817,440.620,438.463,435.307,432.943,428.843,422.185,414.286,405.253,395.270,383.224,366.630,343.866,313.542,275.594,246.210,219.917,199.843,182.479,166.233,150.500,137.004,124.864,113.455,102.304,79.676,57.276,32.949
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,591421.567,-139.769,-442.333,2530.453,1225.085,566.903,458.848,432.411,420.210,413.019,410.073,410.540,415.031,421.067,428.500,434.461,438.694,441.027,441.865,441.543,440.405,438.283,435.146,432.795,428.695,422.025,414.115,405.072,395.079,383.020,366.405,343.618,313.277,275.325,245.965,219.698,199.649,182.307,166.078,150.360,136.878,124.750,113.353,102.213,79.596,57.212,32.908
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,617361.772,6639.252,742.152,801.096,509.982,440.454,422.108,413.489,408.538,407.011,408.274,413.393,419.866,427.779,434.093,438.549,440.985,441.854,441.528,440.375,438.230,435.069,432.708,428.589,421.889,413.955,404.893,394.885,382.807,366.168,343.354,312.992,275.037,245.703,219.464,199.442,182.122,165.912,150.211,136.744,124.629,113.244,102.114,79.510,57.144,32.865
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,616391.351,570.766,743.496,483.503,429.527,415.539,409.057,405.541,404.988,406.839,412.496,419.380,427.738,434.326,438.888,441.308,442.109,441.699,440.473,438.261,435.043,432.659,428.503,421.759,413.792,404.706,394.678,382.580,365.912,343.068,312.684,274.726,245.421,219.212,199.218,181.923,165.734,150.051,136.600,124.499,113.127,102.009,79.418,57.071,32.818
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,591746.016,938.509,458.416,418.512,408.877,404.603,402.600,403.086,405.574,411.860,419.236,428.107,434.961,439.564,441.884,442.542,441.988,440.647,438.336,435.041,432.622,428.421,421.623,413.617,404.502,394.452,382.331,365.633,342.757,312.350,274.389,245.115,218.939,198.977,181.708,165.542,149.878,136.444,124.360,113.001,101.896,79.319,56.993,32.768
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,573257.282,407.634,402.285,399.844,398.958,399.137,401.022,404.327,411.435,419.452,428.959,436.078,440.630,442.740,443.162,442.394,440.892,438.450,435.054,432.592,428.335,421.474,413.425,404.277,394.203,382.056,365.325,342.416,311.984,274.023,244.784,218.644,198.717,181.477,165.334,149.691,136.277,124.209,112.866,101.775,79.213,56.909,32.715
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,472989.556,400.015,398.178,397.915,398.651,401.063,404.814,412.681,421.381,431.465,438.577,442.704,444.278,444.229,443.079,441.313,438.668,435.124,432.599,428.266,421.325,413.220,404.033,393.931,381.756,364.989,342.042,311.585,273.624,244.423,218.324,198.434,181.225,165.109,149.490,136.096,124.046,112.719,101.643,79.098,56.818,32.657
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,354053.354,396.429,397.267,398.666,401.667,405.951,414.857,424.482,435.212,442.075,445.422,446.187,445.495,443.863,441.777,438.896,435.187,432.592,428.177,421.148,412.985,403.758,393.626,381.422,364.616,341.630,311.147,273.188,244.031,217.976,198.128,180.953,164.866,149.271,135.900,123.870,112.561,101.501,78.974,56.720,32.595
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,280624.742,397.923,399.427,402.861,407.705,417.939,428.746,440.118,446.369,448.533,448.244,446.791,444.621,442.199,439.076,435.202,432.542,428.046,420.931,412.710,403.444,393.282,381.048,364.203,341.177,310.668,272.712,243.604,217.597,197.795,180.658,164.602,149.035,135.688,123.680,112.390,101.347,78.840,56.615,32.528
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,224673.884,400.351,404.532,410.258,422.573,435.123,446.983,451.833,452.114,450.421,448.064,445.306,442.538,439.179,435.149,432.431,427.860,420.660,412.384,403.080,392.892,380.628,363.742,340.674,310.140,272.191,243.137,217.185,197.432,180.337,164.316,148.778,135.458,123.473,112.204,101.181,78.695,56.500,32.455
